City,SubArea,Date,Address,BuildingType,LandArea,BuiltUp,PricePsf,Price
rawang,taman-perindustrian-hijau-rawang,21/07/2014,"✕✕.✕✕, JALAN SERI HIJAU 6",TERRACE FACTORY - INTERMEDIATE,"2,982 ft²","2,517 ft²",252,"750,000"
rawang,taman-perindustrian-hijau-rawang,30/06/2014,"✕✕, JALAN PERINDUSTRIAN HIJAU 4",TERRACE FACTORY - INTERMEDIATE,"1,991 ft²","2,517 ft²",251,"500,000"
rawang,taman-perindustrian-hijau-rawang,17/06/2013,"✕✕, JALAN PERINDUSTRIAN HIJAU 2",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,517 ft²",250,"500,000"
rawang,taman-perindustrian-hijau-rawang,17/06/2013,"✕✕, JALAN PERINDUSTRIAN HIJAU 2",TERRACE FACTORY - CORNER LOT,"2,422 ft²","2,517 ft²",268,"650,000"
rawang,taman-perindustrian-hijau-rawang,17/06/2013,"✕✕, JALAN PERINDUSTRIAN HIJAU 2",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,517 ft²",250,"500,000"
rawang,taman-perindustrian-hijau-rawang,19/05/2004,"✕✕.✕✕, JALAN SERI HIJAU 6",TERRACE FACTORY - INTERMEDIATE,"2,982 ft²","2,517 ft²",134,"400,000"
rawang,taman-perindustrian-hijau-rawang,24/09/1996,"✕✕✕, JALAN HIJAU",TERRACE FACTORY,"2,002 ft²","2,517 ft²",160,"320,000"
rawang,taman-perindustrian-hijau-rawang,,,,,,,
rawang,kawasan-perusahaan-batu-20,09/11/2016,"✕✕.✕, JALAN PERUSAHAAN 3/1",TERRACE FACTORY - INTERMEDIATE,"2,250 ft²","2,700 ft²",187,"420,000"
rawang,kawasan-perusahaan-batu-20,02/10/2015,"✕, JALAN PERUSAHAAN 3",SEMI-D FACTORY,"15,199 ft²","7,511 ft²",194,"2,950,000"
rawang,kawasan-perusahaan-batu-20,22/12/2014,"✕, JALAN PERUSAHAAN 3/3",TERRACE FACTORY - INTERMEDIATE,"2,250 ft²","2,700 ft²",222,"500,000"
rawang,kawasan-perusahaan-batu-20,06/11/2014,"✕✕ ✕, JALAN PERUSAHAAN 3/1",TERRACE FACTORY - INTERMEDIATE,"2,250 ft²","2,700 ft²",133,"300,000"
rawang,kawasan-perusahaan-batu-20,26/05/2014,"✕✕ ✕✕, JALAN PERUSAHAAN 3/3",SEMI-D FACTORY,"15,199 ft²","7,511 ft²",204,"3,100,000"
rawang,kawasan-perusahaan-batu-20,17/09/2013,"✕, JALAN PERUSAHAAN 3/3",SEMI-D FACTORY,"17,136 ft²","7,511 ft²",175,"3,000,000"
rawang,kawasan-perusahaan-batu-20,01/10/2002,"✕✕ ✕, JALAN PERUSAHAAN 3/1",TERRACE FACTORY - INTERMEDIATE,"2,250 ft²","2,700 ft²",137,"308,700"
rawang,kawasan-perusahaan-batu-20,17/05/2000,"✕✕, JALAN PERUSAHAAN 3",SEMI-D FACTORY,"15,199 ft²","7,511 ft²",64,"972,000"
rawang,kawasan-perusahaan-batu-20,17/05/2000,"✕✕, JALAN PERUSAHAAN 3",SEMI-D FACTORY,"15,199 ft²","7,511 ft²",64,"972,000"
rawang,kawasan-perusahaan-batu-20,,,,,,,
rawang,rawang-intergrated-industrial-park,27/03/2017,"✕✕✕, JALAN INDUSTRI 3/7",WAREHOUSE,,"13,640 ft²",154,"7,500,000"
rawang,rawang-intergrated-industrial-park,26/09/2016,"✕✕.✕✕✕, JALAN INDUSTRI 3/7",DETACHED FACTORY,,"14,703 ft²",46,"2,000,000"
rawang,rawang-intergrated-industrial-park,26/05/2016,"✕✕✕ ✕✕✕, JALAN INDUSTRI 3/7",DETACHED FACTORY,,"21,014 ft²",160,"7,000,000"
rawang,rawang-intergrated-industrial-park,08/03/2016,"✕✕✕ ✕✕, JALAN INDUSTRI 2/1",DETACHED FACTORY,,"24,911 ft²",147,"28,873,436"
rawang,rawang-intergrated-industrial-park,08/03/2016,"✕✕✕ ✕✕, JALAN INDUSTRI 2/1",DETACHED FACTORY,"23,971 ft²","24,911 ft²",147,"3,515,453"
rawang,rawang-intergrated-industrial-park,21/10/2015,"✕✕. ✕✕, JALAN INDUSTRI 3/5",DETACHED FACTORY,,"15,600 ft²",131,"7,400,000"
rawang,rawang-intergrated-industrial-park,13/07/2015,"✕✕✕ ✕✕✕, JALAN INDUSTRI 3/1",DETACHED FACTORY,,"9,600 ft²",112,"9,680,000"
rawang,rawang-intergrated-industrial-park,04/11/2014,"✕✕✕ ✕✕, JALAN RAWANG 1",DETACHED FACTORY,,"41,978 ft²",155,"13,500,000"
rawang,rawang-intergrated-industrial-park,12/09/2014,"✕, JALAN 3/6",DETACHED FACTORY,"23,272 ft²","8,909 ft²",185,"4,308,000"
rawang,rawang-intergrated-industrial-park,27/06/2014,"✕✕✕ ✕✕ & ✕✕, JALAN INDUSTRI 2/1",DETACHED FACTORY,,,192,"32,000,000"
rawang,rawang-intergrated-industrial-park,,,,,,,
rawang,rawang-greatway-industrial-park,13/06/2017,"✕✕. ✕✕, JALAN BJ 6",TERRACE FACTORY - INTERMEDIATE,"2,497 ft²","3,025 ft²",120,"300,000"
rawang,rawang-greatway-industrial-park,31/05/2016,"✕✕, JALAN BJ 7",TERRACE FACTORY - INTERMEDIATE,"2,497 ft²","3,025 ft²",260,"650,000"
rawang,rawang-greatway-industrial-park,28/03/2016,"✕✕, JALAN BJ 5",TERRACE FACTORY - INTERMEDIATE,"2,196 ft²","4,235 ft²",346,"760,000"
rawang,rawang-greatway-industrial-park,06/11/2015,"✕✕, JALAN BJ7",TERRACE FACTORY - INTERMEDIATE,"2,497 ft²","3,025 ft²",220,"550,000"
rawang,rawang-greatway-industrial-park,06/11/2015,"✕✕, JALAN BJ7",TERRACE FACTORY - INTERMEDIATE,"2,497 ft²","3,025 ft²",220,"550,000"
rawang,rawang-greatway-industrial-park,15/10/2015,"✕ & ✕✕, JALAN BJ 2",TERRACE FACTORY - CORNER LOT,"3,057 ft²","3,050 ft²",491,"1,500,000"
rawang,rawang-greatway-industrial-park,14/07/2015,"✕✕ ✕✕, JALAN BJ 5",TERRACE FACTORY,"2,196 ft²","4,235 ft²",319,"700,000"
rawang,rawang-greatway-industrial-park,14/07/2015,"✕✕ (✕✕✕✕✕✕✕), JALAN BJ 5",TERRACE FACTORY - INTERMEDIATE,"2,196 ft²","4,235 ft²",319,"700,000"
rawang,rawang-greatway-industrial-park,18/03/2015,"✕✕. ✕✕, JALAN BJ 6",TERRACE FACTORY - INTERMEDIATE,"2,196 ft²","4,235 ft²",310,"680,000"
rawang,rawang-greatway-industrial-park,23/04/2014,"✕, JALAN BJ 7",TERRACE FACTORY - INTERMEDIATE,"2,497 ft²","3,025 ft²",260,"650,000"
rawang,rawang-greatway-industrial-park,,,,,,,
rawang,sms-perdana-industrial-park,12/07/2017,"✕✕.✕✕, JALAN SMS 3",SEMI-D FACTORY,"13,466 ft²","2,502 ft²",203,"2,730,000"
rawang,sms-perdana-industrial-park,17/05/2016,"✕✕, JALAN SMS 2",SEMI-D FACTORY,"8,224 ft²","2,502 ft²",268,"2,200,000"
rawang,sms-perdana-industrial-park,17/05/2016,"✕✕ ✕✕, JALAN SMS 2",SEMI-D FACTORY,"8,224 ft²","2,502 ft²",268,"2,200,000"
rawang,sms-perdana-industrial-park,05/02/2015,"✕✕✕, JALAN SMS 3",SEMI-D FACTORY,"8,224 ft²","3,752 ft²",268,"2,200,000"
rawang,sms-perdana-industrial-park,31/12/2014,"✕✕, JALAN SMS 3A",SEMI-D FACTORY,"8,224 ft²","3,752 ft²",268,"2,200,000"
rawang,greatyear-capital-industrial-park,09/03/2016,"✕, JALAN 3",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","2,585 ft²",100,"200,000"
rawang,greatyear-capital-industrial-park,04/11/2015,"✕✕✕ ✕✕, JALAN 3",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","2,585 ft²",90,"180,000"
rawang,greatyear-capital-industrial-park,03/06/2015,"✕✕ ✕, JALAN 4",TERRACE FACTORY,"2,000 ft²","2,585 ft²",180,"360,000"
rawang,sms-perdana-industrial-park,07/11/2014,"✕✕, JALAN SMS 1",SEMI-D FACTORY,"8,224 ft²","3,752 ft²",280,"2,300,000"
rawang,sms-perdana-industrial-park,27/12/2013,"✕✕, JALAN SMS 3",SEMI-D FACTORY,"8,224 ft²","3,752 ft²",259,"2,130,000"
rawang,sms-perdana-industrial-park,21/11/2013,"✕✕, JALAN RAWANG PERDANA",SEMI-D FACTORY,"8,224 ft²","3,752 ft²",255,"2,100,000"
rawang,sms-perdana-industrial-park,29/07/2013,"✕, JALAN SMS 1",SEMI-D FACTORY,"8,224 ft²","3,752 ft²",243,"2,000,000"
rawang,sms-perdana-industrial-park,12/07/2012,"✕✕, JALAN RAWANG PERDANA",SEMI-D FACTORY,"8,224 ft²","3,752 ft²",219,"1,800,000"
rawang,greatyear-capital-industrial-park,25/03/2015,"✕, JALAN 4",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,585 ft²",115,"230,000"
rawang,greatyear-capital-industrial-park,10/03/2015,"✕✕, JALAN",TERRACE FACTORY - INTERMEDIATE,"2,750 ft²","2,585 ft²",91,"250,000"
rawang,greatyear-capital-industrial-park,12/02/2015,"✕✕, JALAN 4",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","2,585 ft²",125,"250,000"
rawang,sms-perdana-industrial-park,,,,,,,
rawang,greatyear-capital-industrial-park,12/02/2015,"✕✕, JALAN 4",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","2,585 ft²",125,"250,000"
rawang,greatyear-capital-industrial-park,06/02/2015,"✕✕, JALAN 5",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","2,585 ft²",150,"300,000"
rawang,greatyear-capital-industrial-park,23/06/2014,"✕✕.✕✕, JALAN 4",TERRACE FACTORY - INTERMEDIATE,"2,750 ft²","2,585 ft²",73,"200,000"
rawang,greatyear-capital-industrial-park,21/10/2013,"✕, JALAN EMPAT",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","2,592 ft²",195,"390,000"
rawang,greatyear-capital-industrial-park,,,,,,,
rawang,taman-velox-rawang,18/07/2017,"✕✕..✕✕, JALAN VELOX 2",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,500 ft²",275,"550,000"
rawang,taman-velox-rawang,03/02/2017,"✕✕, JALAN VELOX 2",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,500 ft²",247,"495,000"
rawang,taman-velox-rawang,09/12/2016,"✕✕✕ ✕✕, JALAN VELOX 2",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,500 ft²",266,"532,000"
rawang,taman-velox-rawang,21/11/2016,"✕✕, JALAN VELOX 1 RAWANG",TERRACE FACTORY,"1,604 ft²","1,200 ft²",125,"200,000"
rawang,taman-velox-rawang,04/07/2016,"✕✕✕ ✕✕(✕✕.✕✕), JALAN VELOX 1 RAWANG",TERRACE FACTORY,"1,604 ft²","1,200 ft²",156,"250,000"
rawang,taman-velox-rawang,16/05/2016,"✕, JALAN VELOX 2",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,500 ft²",257,"515,000"
rawang,taman-velox-rawang,17/12/2015,"✕✕. ✕✕ (✕✕✕ ✕✕), JALAN VELOX 1",TERRACE FACTORY - INTERMEDIATE,"1,604 ft²","1,200 ft²",62,"100,000"
rawang,taman-velox-rawang,23/04/2015,"✕✕✕ ✕✕, JALAN VELOX 2",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,500 ft²",257,"515,000"
rawang,taman-velox-rawang,17/02/2015,"✕✕✕ ✕✕ (✕✕✕✕ ✕✕✕✕), JALAN VELOX 1",TERRACE FACTORY,"1,604 ft²","1,200 ft²",143,"230,000"
rawang,taman-velox-rawang,30/01/2015,"✕, JALAN VELOX 1",TERRACE FACTORY - INTERMEDIATE,"1,604 ft²","1,200 ft²",193,"309,000"
rawang,taman-velox-rawang,,,,,,,
rawang,taman-rawang-idaman,26/07/2017,"✕✕✕, JALAN KRI 7",DETACHED FACTORY,"42,281 ft²","3,752 ft²",142,"6,000,000"
rawang,taman-rawang-idaman,19/04/2017,"✕✕, JALAN KRI 3",TERRACE FACTORY - INTERMEDIATE,"2,702 ft²","3,495 ft²",204,"550,000"
rawang,taman-rawang-idaman,18/04/2017,"✕✕.✕✕, JALAN KRI 3",TERRACE FACTORY,"2,702 ft²","3,195 ft²",241,"650,000"
rawang,taman-rawang-idaman,09/11/2016,"✕✕, JALAN KRI 5",TERRACE FACTORY - INTERMEDIATE,"2,400 ft²","3,195 ft²",204,"490,000"
rawang,taman-rawang-idaman,09/06/2016,"✕✕, JALAN KRI 2",TERRACE FACTORY,"2,702 ft²","3,495 ft²",198,"535,000"
rawang,taman-rawang-idaman,07/06/2016,"✕, JALAN KRI 2",TERRACE FACTORY - INTERMEDIATE,"2,702 ft²","3,495 ft²",196,"530,000"
rawang,taman-rawang-idaman,06/06/2016,"✕✕, INDUSTRI RUMAH PANJANG APMC",TERRACE FACTORY - INTERMEDIATE,"3,261 ft²","3,224 ft²",153,"500,000"
rawang,taman-rawang-idaman,06/06/2016,"✕✕, INDUSTRI RUMAH PANJANG APMC",TERRACE FACTORY - INTERMEDIATE,"2,971 ft²","2,976 ft²",101,"300,000"
rawang,taman-rawang-idaman,12/05/2016,"✕✕, JALAN KIRI 2",TERRACE FACTORY,"2,702 ft²","3,195 ft²",241,"650,000"
rawang,taman-rawang-idaman,12/05/2016,"✕, JALAN KRI 2",TERRACE FACTORY - CORNER LOT,"3,165 ft²","3,976 ft²",231,"730,000"
rawang,taman-rawang-idaman,,,,,,,
rawang,kundang-industrial-park,25/09/2017,"✕✕, JALAN KPK 1/7",TERRACE FACTORY - INTERMEDIATE,"2,605 ft²","2,859 ft²",192,"500,000"
rawang,kundang-industrial-park,26/07/2017,"✕✕, JALAN KPK 1/8",TERRACE FACTORY - INTERMEDIATE,"2,605 ft²","3,528 ft²",269,"700,000"
rawang,kundang-industrial-park,11/07/2017,"✕✕, JALAN KPK 1/8",TERRACE FACTORY - INTERMEDIATE,"2,605 ft²","3,528 ft²",365,"950,000"
rawang,kundang-industrial-park,23/03/2017,"✕✕.✕✕(✕✕✕), JALAN KPK 1/5",DETACHED FACTORY,"27,545 ft²","11,800 ft²",142,"3,900,000"
rawang,kundang-industrial-park,15/08/2016,"✕✕, JALAN KPK 4/5",DETACHED FACTORY,,"38,000 ft²",117,"8,550,000"
rawang,kundang-industrial-park,28/06/2016,"✕✕, JALAN KPK 4/4",DETACHED FACTORY,,"19,135 ft²",198,"9,000,000"
rawang,kundang-industrial-park,10/09/2015,"✕✕, JALAN KPK 1/7",TERRACE FACTORY - INTERMEDIATE,"2,605 ft²","3,528 ft²",217,"566,100"
rawang,kundang-industrial-park,12/05/2015,"✕✕, JALAN KPK 1/7",TERRACE FACTORY - END LOT,"2,605 ft²","3,528 ft²",219,"569,700"
rawang,kundang-industrial-park,25/03/2015,"✕✕.✕✕, JALAN KPK 1/7",TERRACE FACTORY - INTERMEDIATE,"2,605 ft²","3,528 ft²",217,"566,000"
rawang,kundang-industrial-park,12/03/2015,"✕✕ ✕✕ (✕✕✕ ✕✕ ✕✕✕), JALAN KPK 3/1",SEMI-D FACTORY,"10,452 ft²","6,222 ft²",266,"2,780,000"
rawang,kundang-industrial-park,,,,,,,
kajang,taman-perindustrian-fimas,06/07/2015,"✕, OFF JALAN SIMPANG BALAK",SEMI-D FACTORY,"19,440 ft²","7,666 ft²",267,"5,200,000"
kajang,taman-perindustrian-fimas,,,,,,,
kajang,metroworld-taming-industrial-park,18/12/2013,"✕✕✕✕-✕, METROWORLD TAMING INDUSTRIAL PARK",DETACHED FACTORY,"29,633 ft²","16,196 ft²",208,"6,150,000"
kajang,metroworld-taming-industrial-park,,,,,,,
kajang,desa-sri-jenaris,18/05/2016,"✕✕, JALAN JENARIS 2C",TERRACE FACTORY,"3,300 ft²","3,743 ft²",273,"900,000"
kajang,desa-sri-jenaris,,,,,,,
kajang,kawasan-perindustrian-sungai-balak,06/12/2016,"✕✕ ✕, JALAN PERINDUSTRIAN SUNGAI BALAK 1/1",SEMI-D FACTORY,"13,541 ft²","9,632 ft²",282,"3,820,000"
kajang,kawasan-perindustrian-sungai-balak,,,,,,,
kajang,taman-industri-talent-jaya,15/12/2009,"✕✕ ✕ ✕✕✕ ✕✕✕✕ ✕✕✕✕, JALAN 6/2B INDUSTRI SELESA JAYA",DETACHED FACTORY,"38,386 ft²","15,689 ft²",151,"5,792,000"
kajang,taman-industri-talent-jaya,15/12/2009,"✕✕ ✕ ✕✕✕ ✕✕✕✕ ✕✕✕✕, JALAN 6/2B INDUSTRI SELESA JAYA",DETACHED FACTORY,"38,813 ft²","15,689 ft²",150,"5,817,000"
kajang,taman-industri-talent-jaya,,,,,,,
kajang,taman-asa-jaya,31/12/2015,"✕✕ ✕✕, JALAN ASA 8",TERRACE FACTORY - INTERMEDIATE,"3,003 ft²","3,330 ft²",260,"780,000"
kajang,taman-asa-jaya,08/06/2015,"✕✕, JALAN ASA 8",TERRACE FACTORY - INTERMEDIATE,"3,003 ft²","3,330 ft²",260,"780,000"
kajang,taman-asa-jaya,,,,,,,
kajang,taman-perindustrian-alfa-impian,23/08/2017,"✕, JALAN ALFA IMPIAN 2",SEMI-D FACTORY,"18,169 ft²","4,149 ft²",319,"5,800,000"
kajang,taman-perindustrian-alfa-impian,13/04/2017,"✕✕. ✕, JALAN ALFA IMPIAN 2",SEMI-D FACTORY,"15,478 ft²","4,149 ft²",291,"4,500,000"
kajang,taman-perindustrian-alfa-impian,20/07/2016,"✕, JALAN ALFA IMPIAN 1",SEMI-D FACTORY,"9,989 ft²","3,525 ft²",250,"2,500,000"
kajang,taman-perindustrian-alfa-impian,09/02/2010,"✕✕.✕, JALAN ALFA IMPIAN 1",SEMI-D FACTORY,"9,989 ft²","3,525 ft²",189,"1,888,000"
kajang,taman-perindustrian-alfa-impian,,,,,,,
kajang,taman-sri-jelok,04/11/2015,"✕✕ ✕✕, JALAN 5",TERRACE FACTORY - INTERMEDIATE,"1,760 ft²","3,061 ft²",227,"400,000"
kajang,taman-sri-jelok,19/03/2015,"✕✕ ✕✕, JALAN INDAH 1",TERRACE FACTORY - INTERMEDIATE,"2,400 ft²","3,061 ft²",408,"980,000"
kajang,taman-sri-jelok,19/03/2015,"✕✕, JALAN INDAH",TERRACE FACTORY - CORNER LOT,"3,089 ft²","2,905 ft²",381,"1,176,000"
kajang,taman-sri-jelok,09/07/2014,"✕✕, JALAN INDAH 1",TERRACE FACTORY - INTERMEDIATE,"2,400 ft²","3,061 ft²",354,"850,000"
kajang,taman-sri-jelok,10/07/2013,"✕✕, JALAN INDAH",TERRACE FACTORY - INTERMEDIATE,"2,400 ft²","3,061 ft²",271,"650,000"
kajang,taman-sri-jelok,10/07/2013,"✕✕, JALAN INDAH",TERRACE FACTORY - INTERMEDIATE,"2,400 ft²","3,061 ft²",271,"650,000"
kajang,taman-sri-jelok,,,,,,,
kajang,jade-hills,28/12/2016,"✕✕.✕, JALAN KIDAMAI 2/1, TAMAN INDUSTRI KIDAMAI 2",SEMI-D FACTORY,"13,759 ft²","4,435 ft²",283,"3,900,000"
kajang,jade-hills,18/06/2014,"✕✕✕ ✕✕ ✕, JADE INDUSTRIAL PARK",SEMI-D FACTORY,"13,754 ft²","4,435 ft²",327,"4,500,000"
kajang,jade-hills,28/05/2014,"✕✕.✕✕, JADE INDUSTRIAL PARK",SEMI-D FACTORY,"13,764 ft²","4,435 ft²",282,"3,880,000"
kajang,jade-hills,07/05/2014,"✕✕.✕, JADE INDUSTRIAL PARK",SEMI-D FACTORY,"13,759 ft²","4,435 ft²",327,"4,500,000"
kajang,jade-hills,21/01/2014,"✕✕.✕✕, JADE INDUSTRIAL PARK",SEMI-D FACTORY,"13,747 ft²","4,435 ft²",327,"4,500,000"
kajang,jade-hills,19/06/2013,"✕✕.✕, JADE INDUSTRIAL PARK",SEMI-D FACTORY,"10,060 ft²","4,449 ft²",447,"4,500,000"
kajang,jade-hills,,,,,,,
kajang,taman-industri-mega,20/12/2016,"✕✕, JALAN MEGA 2/1",SEMI-D FACTORY,"19,267 ft²","7,804 ft²",187,"3,600,000"
kajang,taman-industri-mega,26/09/2016,"✕✕ ✕✕✕, MEGA 2/1",SEMI-D FACTORY,"19,257 ft²","7,804 ft²",226,"4,350,000"
kajang,taman-industri-mega,06/09/2016,"✕✕ ✕✕, JALAN MEGA A",SEMI-D FACTORY,"8,697 ft²","2,505 ft²",276,"2,400,000"
kajang,taman-industri-mega,18/08/2016,"✕✕ ✕✕, MEGA 2/1",SEMI-D FACTORY,"19,224 ft²","7,804 ft²",218,"4,200,000"
kajang,taman-industri-mega,11/08/2016,"✕✕ ✕ (✕✕ ✕✕✕✕✕), JALAN MEGA A",SEMI-D FACTORY,"8,694 ft²","2,505 ft²",276,"2,400,000"
kajang,taman-industri-mega,20/11/2015,"✕✕ ✕, MEGA 2/1",SEMI-D FACTORY,"19,321 ft²","7,804 ft²",217,"4,200,000"
kajang,taman-industri-mega,27/10/2015,"✕✕ ✕✕, MEGA 2/1",SEMI-D FACTORY,"19,246 ft²","7,804 ft²",208,"4,000,000"
kajang,taman-industri-mega,,,,,,,
kajang,kawasan-perusahaan-bukit-angkat,21/08/2017,"✕✕. ✕, JALAN BA 2/1",SEMI-D FACTORY,"12,637 ft²","3,509 ft²",309,"3,900,000"
kajang,kawasan-perusahaan-bukit-angkat,20/07/2017,"✕✕. ✕✕✕, JALAN BUKIT ANGKAT",SEMI-D FACTORY,"13,024 ft²","3,509 ft²",230,"3,000,000"
kajang,kawasan-perusahaan-bukit-angkat,04/06/2017,"✕✕. ✕✕✕, JALAN BA/10",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","6,690 ft²",639,"1,280,000"
kajang,kawasan-perusahaan-bukit-angkat,30/05/2017,"✕✕✕ ✕ ✕✕✕✕✕ ✕✕ ✕/✕, KAWASAN PERINDUSTRIAN BUKIT ANGKAT 3 (GB LAND",SEMI-D FACTORY,"16,543 ft²","7,396 ft²",342,"5,660,377"
kajang,kawasan-perusahaan-bukit-angkat,24/02/2017,"✕✕✕✕✕✕✕ ✕✕✕. ✕✕✕✕✕ ✕✕✕✕✕✕, OFF JALAN BUKIT ANGKAT",DETACHED FACTORY,,"20,223 ft²",128,"5,700,000"
kajang,kawasan-perusahaan-bukit-angkat,21/12/2016,"✕✕. ✕ ✕✕✕✕✕ ✕✕ ✕/✕, KAWASAN PERINDUSTRIAN BUKIT ANGKAT 3 (GB LAND",SEMI-D FACTORY,"16,559 ft²","7,396 ft²",317,"5,249,310"
kajang,kawasan-perusahaan-bukit-angkat,11/11/2016,"✕✕. ✕✕, JALAN BA 2/1",SEMI-D FACTORY,"13,283 ft²","3,509 ft²",286,"3,800,000"
kajang,kawasan-perusahaan-bukit-angkat,11/11/2016,"✕✕✕✕✕✕✕ ✕✕✕. ✕✕✕✕✕ ✕✕✕✕✕✕, OFF JALAN BUKIT ANGKAT",DETACHED FACTORY,,"18,692 ft²",146,"6,500,000"
kajang,kawasan-perusahaan-bukit-angkat,16/08/2016,"✕✕, JALAN BA /10",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,637 ft²",639,"1,280,000"
kajang,kawasan-perusahaan-bukit-angkat,02/03/2016,"✕✕ ✕✕ ✕✕✕✕✕ ✕✕ ✕/✕, KAWASAN PERINDUSTRIAN BUKIT ANGKAT 3 (GB LAND",SEMI-D FACTORY,"16,534 ft²","7,396 ft²",317,"5,241,462"
kajang,kawasan-perusahaan-bukit-angkat,,,,,,,
kajang,taman-kajang-utama,22/03/2017,"✕✕. ✕✕, JALAN SEKSYEN 1/23",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","1,773 ft²",315,"630,000"
kajang,taman-kajang-utama,02/11/2016,"✕✕. ✕, JALAN SEKSYEN 1/25",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","1,773 ft²",295,"590,000"
kajang,taman-kajang-utama,02/11/2016,"✕✕, JALAN SEKSYEN 1/18",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","1,773 ft²",335,"670,000"
kajang,taman-kajang-utama,29/06/2016,"✕✕, JALAN SEKSYEN 1/21",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","1,773 ft²",270,"540,000"
kajang,taman-kajang-utama,01/06/2016,"✕✕, JALAN SEKSYEN 1/23",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","1,773 ft²",290,"580,000"
kajang,taman-kajang-utama,05/05/2016,"✕✕, JALAN SEKSYEN 1/21",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","1,773 ft²",307,"615,000"
kajang,taman-kajang-utama,21/09/2015,"✕✕.✕, JALAN SEKSYEN 1/27",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","1,773 ft²",300,"600,000"
kajang,taman-kajang-utama,21/09/2015,"✕✕.✕, JALAN SEKSYEN 1/27",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","1,773 ft²",300,"600,000"
kajang,taman-kajang-utama,17/09/2015,"✕✕, JALAN SEKSYEN 1/21",TERRACE FACTORY,"2,002 ft²","1,773 ft²",250,"500,000"
kajang,taman-kajang-utama,17/08/2015,"✕✕ ✕✕, JALAN SEKSYEN 1/19",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","1,698 ft²",340,"680,000"
kajang,taman-kajang-utama,,,,,,,
kajang,bandar-teknologi,25/08/2017,"✕, JALAN P2/11",TERRACE FACTORY - END LOT,"2,400 ft²","2,910 ft²",429,"1,030,000"
kajang,bandar-teknologi,24/08/2017,"✕✕ ✕, JALAN P2/9",TERRACE FACTORY - INTERMEDIATE,"1,600 ft²","1,940 ft²",311,"498,000"
kajang,bandar-teknologi,22/08/2017,"✕✕, JALAN P2/8",TERRACE FACTORY - INTERMEDIATE,"1,600 ft²","1,940 ft²",344,"550,000"
kajang,bandar-teknologi,21/08/2017,"✕, JALAN P2/16",TERRACE FACTORY - INTERMEDIATE,"2,400 ft²","2,910 ft²",363,"870,000"
kajang,bandar-teknologi,17/07/2017,"✕✕, JALAN P2/16",TERRACE FACTORY - INTERMEDIATE,"2,400 ft²","2,910 ft²",363,"870,000"
kajang,bandar-teknologi,26/05/2017,"✕✕, JALAN P2/5",TERRACE FACTORY - INTERMEDIATE,"2,560 ft²","3,064 ft²",301,"770,000"
kajang,bandar-teknologi,05/04/2017,"✕✕, JALAN P2/16",TERRACE FACTORY - INTERMEDIATE,"2,400 ft²","2,910 ft²",333,"800,000"
kajang,bandar-teknologi,03/04/2017,"✕✕✕, JALAN P4/8B",SEMI-D FACTORY,"8,435 ft²","6,151 ft²",439,"3,700,000"
kajang,bandar-teknologi,08/02/2017,"✕✕, JALAN P4/8A",SEMI-D FACTORY,"18,686 ft²","4,650 ft²",182,"3,400,000"
kajang,bandar-teknologi,07/02/2017,"✕, JALAN P 2/16",TERRACE FACTORY - INTERMEDIATE,"2,400 ft²","2,910 ft²",304,"730,000"
kajang,bandar-teknologi,,,,,,,
selayang,taman-selayang-utama,24/08/2017,"✕✕.✕, JALAN SU 26",TERRACE FACTORY - END LOT,"2,164 ft²","2,400 ft²",654,"1,415,094"
selayang,taman-selayang-utama,07/03/2017,"✕, JALAN SU 24",TERRACE FACTORY - INTERMEDIATE,"2,164 ft²","4,653 ft²",601,"1,300,000"
selayang,taman-selayang-utama,17/11/2014,"✕✕.✕, JALAN SU 26",TERRACE FACTORY - INTERMEDIATE,"2,164 ft²","2,400 ft²",624,"1,350,000"
